ID,IMSI,IMEI,Citizenship No.,First Name,Last Name,Gender,DOB,Age,Maritial status,Phone no ,Type,Zone,Development Region,District,Latitude,Longitude,E-mail,Subscription date,Start date,End date,SMS,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Total_calls,Total_charge
838,'429016314830495,'394726816739597,692392377,Christina,Meyer,Female,8/14/1991,26,0,9841013281,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Christina.Meyer@gmail.com,4/27/2014,20160101,20160128,0,74,26.98,139,5.47,103,8.93,316,41.38
839,'429019511648192,'492745094944590,814838491,Joshua,Mcdonald,Male,9/3/1947,70,1,9851278775,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Joshua.Mcdonald@yahoo.com,5/28/2012,20160101,20160127,0,118,33.52,70,21.24,104,13.45,292,68.21
840,'429011766461853,'436736059011344,715206684,Stephen,Stephens,Male,5/11/1952,65,1,9844277468,PREPAID,Gandaki,Western,Lamjung,28.2765 N,84.3542 E,Stephen.Stephens@yahoo.com,9/25/2004,20160101,20160128,0,135,39.3,74,16.04,124,9.31,333,64.65
841,'429012927766042,'748746637997441,689736808,Antonio,Hernandez,Male,12/27/1999,18,0,9848725954,PREPAID,seti,Far-Western,Achham,29.0396 N,81.2519 E,Antonio.Hernandez@hotmail.com,2/27/2014,20160101,20160115,0,123,48.84,114,24.48,112,11.97,349,85.29
842,'429013405347918,'797280013541441,659689344,Stephanie,Simpson,Female,4/20/1985,32,1,9842500541,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Stephanie.Simpson@yahoo.com,8/15/2013,20160101,20160114,0,106,34.66,99,15.95,107,4.58,312,55.19
843,'429019669348033,'726138506193892,188434538,Betty,Coleman,Female,3/5/1971,46,1,9851519746,POSTPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Betty.Coleman@hotmail.com,11/11/2011,20160101,20160126,0,96,35.8,85,21.18,88,8.61,269,65.59
844,'429014861289442,'719258195214786,891305433,Jimmy,Banks,Male,3/16/1968,49,1,9848956240,PREPAID,Dhaulagiri,Western,Baglung,28.3683 N,83.2934 E,Jimmy.Banks@yahoo.com,3/13/2007,20160101,20160118,7,93,26.4,95,22.58,67,6.56,255,55.54
845,'429014154818970,'944729987434912,192862241,Joshua,Snyder,Male,3/29/1989,28,0,9848373740,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Joshua.Snyder@gmail.com,2/11/2004,20160101,20160118,0,127,20.49,52,16.12,107,12.15,286,48.76
846,'429014317745296,'228632987180598,518592207,Juan,Bailey,Male,1/30/1991,26,1,9847305233,PREPAID,Bagmati,Central,Kavrepalanchok,27.5259 N,85.5612 E,Juan.Bailey@gmail.com,1/10/2007,20160101,20160112,0,87,39.25,90,15.93,53,6.93,230,62.11
847,'429014243653278,'587896616737512,193021679,Julie,Johnston,Female,7/10/1988,29,1,9848934901,PREPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Julie.Johnston@gmail.com,10/24/2005,20160101,20160129,0,87,19.86,93,15.21,150,8.21,330,43.28
848,'429014587286981,'322630811585070,406231319,Douglas,Owens,Male,6/7/1995,22,0,9841615348,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Douglas.Owens@gmail.com,6/13/2012,20160101,20160113,10,101,20.23,134,19.55,58,10.66,293,50.44
849,'429014955364043,'262495467472492,312705355,Todd,Carter,Male,1/15/1955,62,1,9843195728,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Todd.Carter@gmail.com,4/10/2009,20160101,20160115,7,97,31.37,80,29.89,90,9.71,267,70.97
850,'429013366739958,'286590929842535,674940535,Cheryl,Wheeler,Female,6/7/1972,45,1,9848634811,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Cheryl.Wheeler@hotmail.com,1/15/2016,20160101,20160128,0,115,44.27,46,12.41,87,12.13,248,68.81
851,'429012746133136,'734988847972958,783075921,Matthew,Martinez,Male,12/7/1964,53,1,9851616127,POSTPAID,Janakpur,Central,Sarlahi,26.9627 N,85.5612 E,Matthew.Martinez@gmail.com,7/3/2000,20160101,20160124,0,71,35.29,94,12.98,125,9.8,290,58.07
852,'429015935690775,'562553421127864,213130220,Marie,Roberts,Female,8/30/1987,30,1,9842201613,PREPAID,Janakpur,Central,Ramechhap,27.3554 N,86.1345 E,Marie.Roberts@gmail.com,2/28/2008,20160101,20160116,0,110,33.83,111,24.76,92,8.89,313,67.48
853,'429011528243229,'444356555746153,960680581,Edward,Campbell,Male,9/9/1996,21,0,9842515835,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Edward.Campbell@gmail.com,9/9/2012,20160101,20160117,0,70,29.9,105,17.99,81,7.85,256,55.74
854,'429012569379042,'430807054390302,674013173,Keith,Myers,Male,6/28/1993,24,0,9848024130,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Keith.Myers@gmail.com,10/21/2008,20160101,20160113,0,112,25.87,132,15.06,87,4.34,331,45.27
855,'429018274085612,'790697984605545,444637716,Samuel,Jenkins,Male,10/12/1991,26,0,9841542034,PREPAID,Bagmati,Central,Dhading,27.9711 N,84.8985 E,Samuel.Jenkins@gmail.com,10/17/2009,20160101,20160130,0,95,14.42,63,11.62,148,11.27,306,37.31
856,'429018920066759,'783121768482679,973923276,Dennis,Turner,Male,1/18/1990,27,0,9851739916,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Dennis.Turner@gmail.com,7/20/2012,20160101,20160129,0,121,22.9,83,15.3,104,9.04,308,47.24
857,'429013329766539,'784621686215310,697692897,Shawn,Rodriguez,Male,2/28/1988,29,1,9841159014,PREPAID,Janakpur,Central,Sarlahi,26.9627 N,85.5612 E,Shawn.Rodriguez@gmail.com,7/12/2004,20160101,20160113,8,105,26.84,101,13.18,84,8.53,290,48.55
858,'429014526157910,'814017202560815,745269833,Johnny,Hansen,Male,8/24/1984,33,1,9851363239,POSTPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Johnny.Hansen@gmail.com,2/22/2006,20160101,20160127,0,77,27.8,102,17.26,87,10.44,266,55.5
859,'429011823530295,'950579582199023,117634095,Donald,Nguyen,Male,9/15/1978,39,1,9844873690,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Donald.Nguyen@yahoo.com,11/2/2002,20160101,20160115,4,80,27.85,123,15.11,106,8.57,309,51.53
860,'429014580679376,'339106028779541,543056930,Carolyn,Bradley,Female,2/12/1979,38,1,9851182671,POSTPAID,Mahakali,Far-Western,Baitadi ,29.5013 N,80.5883 E,Carolyn.Bradley@gmail.com,4/17/2009,20160101,20160118,13,138,36.92,111,12.37,76,12.63,325,61.92
861,'429018766783653,'570181170461439,854570680,Raymond,White,Male,11/9/1977,40,1,9843031752,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Raymond.White@yahoo.com,10/6/2012,20160101,20160124,0,133,31.21,98,10.26,112,9.68,343,51.15
862,'429017990469078,'278847441618866,351913520,Rachel,Coleman,Female,8/15/1958,59,1,9848837673,PREPAID,Lumbini,Western,Nawalparasi,27.6498 N,83.8897 E,Rachel.Coleman@hotmail.com,12/7/2014,20160101,20160127,0,51,18.87,84,18.68,89,9.09,224,46.64
863,'429013049827154,'325894874467670,616716229,Richard,Jordan,Male,4/15/1992,25,0,9846443214,PREPAID,koshi,Eastern,Morang,26.6799 N,87.4604 E,Richard.Jordan@gmail.com,6/24/2015,20160101,20160130,7,80,30.6,82,19.06,91,11.94,253,61.6
864,'429012533115517,'783742020217576,120127049,Stephen,Griffin,Male,2/17/1993,24,0,9848279650,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Stephen.Griffin@yahoo.com,7/11/2012,20160101,20160130,0,66,27.08,75,10.7,76,11.79,217,49.57
865,'429018106678959,'129785087719019,976572098,Larry,Reid,Male,6/29/1970,47,1,9843001466,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Larry.Reid@gmail.com,11/15/2007,20160101,20160121,0,73,36.72,117,16,98,6.62,288,59.34
866,'429017269894673,'315557318971326,774319176,Louis,Evans,Male,8/24/1964,53,1,9845464405,PREPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Louis.Evans@hotmail.com,1/23/2011,20160101,20160121,7,79,26.69,94,8.76,96,9.53,269,44.98
867,'429014824172204,'920009464505304,905533819,Joe,Gilbert,Male,3/22/1978,39,1,9848737150,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Joe.Gilbert@yahoo.com,3/1/2006,20160101,20160112,9,113,21.54,131,13.22,112,9.28,356,44.04
868,'429018907039433,'244963515401155,865405857,Jose,Nguyen,Male,10/29/1995,22,0,9851742279,POSTPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Jose.Nguyen@yahoo.com,11/22/2015,20160101,20160120,0,129,36.64,117,18.59,91,9.32,337,64.55
869,'429013029431612,'287670608178642,805168377,Lawrence,Hanson,Male,11/17/1983,34,1,9848830160,PREPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Lawrence.Hanson@yahoo.com,4/27/2006,20160101,20160121,0,90,32.22,118,16.13,83,9.26,291,57.61
870,'429018462987966,'323730248707371,445327654,Michelle,Spencer,Female,10/11/1991,26,0,9851172370,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Michelle.Spencer@gmail.com,3/23/2008,20160101,20160121,0,99,27.39,81,16.9,116,10.28,296,54.57
871,'429017348354071,'537432292019319,447547283,Jean,James,Female,2/19/1980,37,1,9851223864,POSTPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Jean.James@gmail.com,9/15/2008,20160101,20160120,0,103,32.78,83,15.05,118,9.74,304,57.57
872,'429011114362984,'736748772530175,264061970,Rachel,Spencer,Female,2/26/1966,51,1,9851946681,POSTPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Rachel.Spencer@yahoo.com,1/4/2011,20160101,20160130,0,72,42.81,126,17.48,109,12.38,307,72.67
873,'429016565324000,'678028411653536,683313723,Theresa,Chapman,Female,6/23/1998,19,0,9851297866,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Theresa.Chapman@gmail.com,6/21/2016,20160101,20160112,0,123,48.84,114,24.48,112,11.97,349,85.29
874,'429019475135859,'665511277331785,799416479,Joan,Bell,Female,11/3/1966,51,1,9847167547,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Joan.Bell@gmail.com,2/24/2001,20160101,20160124,0,108,30.86,87,16.74,119,8.42,314,56.02
875,'429011602568262,'571799307770958,259385760,Kathryn,Kim,Female,8/1/1974,43,1,9847550694,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Kathryn.Kim@yahoo.com,1/30/2001,20160101,20160112,0,77,22.19,117,11.15,63,11.91,257,45.25
876,'429017036355159,'811822455133364,243630546,Mildred,Johnston,Female,11/22/1983,34,1,9842512975,PREPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Mildred.Johnston@yahoo.com,7/12/2011,20160101,20160124,0,110,32.5,102,13.93,114,10.96,326,57.39
877,'429014142940633,'884762772217526,933073098,Robin,Harrison,Female,1/24/1970,47,1,9843879128,PREPAID,koshi,Eastern,Sunsari,26.6276 N ,87.1822 E,Robin.Harrison@gmail.com,2/7/2006,20160101,20160111,0,115,22.25,110,17.29,68,7.73,293,47.27
878,'429013703651680,'824979044513804,766130053,Keith,Morgan,Male,12/13/1968,49,1,9846823978,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Keith.Morgan@hotmail.com,1/12/2009,20160101,20160128,0,105,39.32,108,14.59,136,3.05,349,56.96
879,'429017935471600,'121179300532736,393416874,Louise,Ortiz,Female,3/10/1990,27,0,9851186813,POSTPAID,koshi,Eastern,Morang,26.6799 N,87.4604 E,Louise.Ortiz@gmail.com,3/15/2005,20160101,20160125,9,105,46.1,105,17.22,51,9.97,261,73.29
880,'429016387639512,'320954795747189,125683952,Phillip,Grant,Male,12/29/1947,70,1,9849064236,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Phillip.Grant@gmail.com,10/8/2001,20160101,20160124,0,98,32.66,135,26.6,94,5.86,327,65.12
881,'429018769354008,'302300347559738,569186908,Jennifer,Hart,Female,3/14/1998,19,0,9844312188,PREPAID,Sagarmatha,Eastern,Siraha,26.7957 N,86.2971 E,Jennifer.Hart@gmail.com,3/3/2015,20160101,20160120,0,118,32.98,114,20.57,108,6.58,340,60.13
882,'429017881066993,'766497069328553,517512794,Bruce,White,Male,4/3/1986,31,1,9844104441,PREPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Bruce.White@gmail.com,6/25/2016,20160101,20160113,6,109,26.25,142,18.82,103,9.38,354,54.45
883,'429018750706613,'663871088572271,576920970,Amy,Nguyen,Female,1/18/1988,29,1,9841798583,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Amy.Nguyen@gmail.com,6/15/2005,20160101,20160120,6,86,28.41,87,15.09,132,11.22,305,54.72
884,'429014556887756,'960337611005288,611071125,Paul,Green,Male,6/29/1974,43,1,9841698792,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Paul.Green@gmail.com,2/22/2001,20160101,20160128,0,79,18.79,111,18.97,64,7.63,254,45.39
885,'429015334644909,'755201766592041,832164764,Juan,Mcdonald,Male,5/27/1975,42,1,9841322936,PREPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Juan.Mcdonald@hotmail.com,12/24/2008,20160101,20160110,0,109,32.3,84,21.95,102,8.17,295,62.42
886,'429017006939898,'753074006046601,454577541,Diana,Ross,Female,12/25/1982,35,1,9841541027,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,Diana.Ross@gmail.com,2/20/2015,20160101,20160114,0,109,33.49,128,17.22,80,9.29,317,60
887,'429013368063370,'883305599861112,156836371,Gloria,Stone,Female,9/19/1986,31,1,9851979894,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Gloria.Stone@gmail.com,2/5/2012,20160101,20160111,8,134,25.47,98,13.97,124,13.26,356,52.7
888,'429014777761750,'437297191993680,692764868,Benjamin,Simpson,Male,12/17/1998,19,0,9845136875,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Benjamin.Simpson@gmail.com,1/12/2014,20160101,20160124,0,104,39.75,94,22.65,104,9.57,302,71.97
889,'429013168930221,'972424384534422,269110264,Andrew,Howell,Male,3/23/1988,29,1,9851703932,POSTPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Andrew.Howell@gmail.com,1/1/2006,20160101,20160121,0,105,40.31,105,19,79,4.38,289,63.69
890,'429013340530017,'715922518174237,721626579,Cynthia,Ellis,Female,12/12/1971,46,1,9851687141,POSTPAID,Mahakali,Far-Western,Baitadi ,29.5013 N,80.5883 E,Cynthia.Ellis@hotmail.com,11/26/2000,20160101,20160115,0,91,32.64,127,10.85,125,7,343,50.49
891,'429017873953375,'503902727355351,877943036,George,Bishop,Male,2/20/1977,40,1,9842126479,PREPAID,Bagmati,Central,Bhaktapur,27.6710 N,85.4298 E,George.Bishop@gmail.com,7/14/2014,20160101,20160116,0,86,35.41,89,21.56,86,13.1,261,70.07
892,'429018110614718,'329371356174905,983677885,Linda,Woods,Female,5/3/1956,61,1,9842237331,PREPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Linda.Woods@yahoo.com,2/5/2014,20160101,20160128,0,94,33.05,95,15.87,90,10.05,279,58.97
893,'429014737049835,'853020011080269,192479971,Douglas,Young,Male,9/7/1990,27,0,9846733254,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Douglas.Young@gmail.com,4/9/2014,20160101,20160125,0,55,58.96,79,21.21,102,12.39,236,92.56
894,'429018331982723,'266267051916160,843020610,Betty,Fox,Female,10/21/1967,50,1,9851771989,POSTPAID,koshi,Eastern,Dhankuta,26.9835 N,87.3215 E,Betty.Fox@gmail.com,5/20/2013,20160101,20160110,0,127,35.55,80,9.02,90,8.08,297,52.65
895,'429014126893654,'903082250192497,655334023,Ashley,Russell,Female,10/17/1953,64,1,9851814715,POSTPAID,Lumbini,Western,Palpa,27.8253 N,83.6348 E,Ashley.Russell@yahoo.com,4/24/2008,20160101,20160115,4,79,29.97,97,22.03,78,12.93,254,64.93
896,'429019750773297,'901189634833907,686990773,Jeremy,James,Male,11/29/2001,16,0,9851243820,POSTPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Jeremy.James@hotmail.com,7/30/2016,20160101,20160127,0,98,28.93,102,13.19,76,10.29,276,52.41
897,'429018993824209,'408103406098370,422609465,Earl,Gilbert,Male,10/9/1983,34,1,9851377667,POSTPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Earl.Gilbert@gmail.com,6/7/2008,20160101,20160115,0,102,34.34,128,20.67,90,11.76,320,66.77
898,'429013275080754,'912305797933642,451186663,Linda,Chapman,Female,8/27/1990,27,0,9847796939,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Linda.Chapman@gmail.com,11/19/2016,20160101,20160112,6,132,37.79,101,19.68,75,10.06,308,67.53
899,'429012766923130,'143593435258437,358019266,Sarah,Tucker,Female,8/29/1972,45,1,9851277563,POSTPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Sarah.Tucker@yahoo.com,6/27/2006,20160101,20160114,0,79,35.14,122,14.84,80,10.87,281,60.85
900,'429012373814091,'602240829266934,462601008,Mary,Nguyen,Female,7/24/1977,40,1,9845335208,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Mary.Nguyen@gmail.com,10/27/2015,20160101,20160110,0,91,28.44,68,19.55,118,8.63,277,56.62
901,'429017333283509,'106396320055405,343200960,Kathryn,Martinez,Female,11/15/1991,26,0,9848903874,PREPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Kathryn.Martinez@gmail.com,7/1/2012,20160101,20160115,0,111,19.65,94,20.2,103,7.65,308,47.5
902,'429014210087036,'828814722977050,541170912,Phyllis,Collins,Female,6/23/1980,37,1,9851693513,POSTPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Phyllis.Collins@yahoo.com,12/14/2015,20160101,20160115,0,93,33.73,108,17.93,71,8.7,272,60.36
903,'429014837611975,'963710387067478,435907973,Rebecca,Howell,Female,1/9/1994,23,0,9842171741,PREPAID,Lumbini,Western,Rupandehi ,27.6264 N,83.3789 E,Rebecca.Howell@hotmail.com,9/10/2013,20160101,20160116,0,85,35.17,78,20.8,136,9.97,299,65.94
904,'429017421276911,'599856018776120,722377491,Angela,Dunn,Female,10/3/1992,25,0,9847456931,PREPAID,Gandaki,Western,Gorkha,28.4764 N,84.6897 E,Angela.Dunn@yahoo.com,1/29/2007,20160101,20160130,0,96,39.51,118,18.01,102,12.29,316,69.81
905,'429013248902439,'114080372340266,809504752,Kathleen,Price,Female,8/16/1985,32,1,9851439432,POSTPAID,Narayani,Central,Chitwan,27.5291 N,84.3542 E,Kathleen.Price@gmail.com,11/3/2004,20160101,20160112,7,107,23.58,113,21.84,74,10.57,294,55.99
906,'429011376630449,'137277581989516,466803909,William,Peterson,Male,5/17/1970,47,1,9844801848,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,William.Peterson@hotmail.com,7/12/2005,20160101,20160129,0,96,39.51,118,18.01,102,12.29,316,69.81
907,'429012767385831,'465374878995367,923405138,Howard,Sanders,Male,9/30/1998,19,0,9851524325,POSTPAID,Bagmati,Central,Nuwakot,27.8866 N,85.1479 E,Howard.Sanders@gmail.com,6/2/2014,20160101,20160122,0,111,10.64,126,15.35,80,9.98,317,35.97
908,'429017699320795,'715228449284308,712068434,Joshua,Clark,Male,3/19/1965,52,1,9841114809,PREPAID,Lumbini,Western,Gulmi,28.0889 N,83.2934 E,Joshua.Clark@yahoo.com,3/12/2016,20160101,20160123,8,112,31.64,66,16.17,57,12.73,235,60.54
909,'429011936826909,'176638094415055,859661759,Joe,Romero,Male,10/9/1999,18,0,9844566143,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Joe.Romero@gmail.com,11/13/2016,20160101,20160128,0,107,33.12,99,14.53,93,10.13,299,57.78
910,'429016782045716,'415879309554811,827652114,Earl,Gardner,Male,8/26/1973,44,1,9841601394,PREPAID,Bagmati,Central,Rasuwa,28.1727 N,85.3136 E,Earl.Gardner@gmail.com,6/3/2004,20160101,20160116,8,112,25.47,93,15.3,119,6.3,324,47.07
911,'429019466772660,'206461607486547,493695890,Lawrence,Rice,Male,9/23/1992,25,0,9847961926,PREPAID,Bagmati,Central,Lalitpur,27.6644 N,85.3188 E,Lawrence.Rice@gmail.com,4/20/2009,20160101,20160114,6,74,40.05,37,19.37,103,7.66,214,67.08
912,'429019819672084,'607392585416816,329192610,Diana,Henry,Female,12/11/1967,50,1,9851739012,POSTPAID,Mahakali,Far-Western,Kanchanpur,28.8372 N,80.3213 E,Diana.Henry@gmail.com,2/23/2009,20160101,20160126,8,117,10.47,85,6.55,99,7.79,301,24.81
913,'429011421441863,'469405988831292,940915717,Angela,Andrews,Female,11/30/1958,59,1,9846148664,PREPAID,Lumbini,Western,Arghakhanchi,27.9829 N,83.0361 E,Angela.Andrews@hotmail.com,6/28/2005,20160101,20160129,0,101,49.79,97,16.97,127,11.49,325,78.25
914,'429017909971105,'431394503581411,377589891,Steven,Robertson,Male,5/4/1985,32,1,9848866740,PREPAID,Bagmati,Central,Sindhupalchok,27.9512 N,85.6846 E,Steven.Robertson@gmail.com,7/20/2012,20160101,20160113,0,113,32.62,87,6.03,107,9.22,307,47.87
915,'429017598640555,'986375277240142,808287382,Laura,Roberts,Female,9/9/1972,45,1,9851200971,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Laura.Roberts@yahoo.com,1/9/2011,20160101,20160119,0,116,30.38,138,24.83,101,11.97,355,67.18
916,'429016101079549,'966564441095733,922070167,Ralph,Anderson,Male,3/1/1944,73,1,9845416710,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Ralph.Anderson@gmail.com,11/25/2006,20160101,20160126,0,102,47.84,76,17.19,113,8.42,291,73.45
917,'429012326619573,'222615338422193,160498195,Shawn,Gutierrez,Male,7/10/1986,31,0,9851610393,POSTPAID,Gandaki,Western,Syangja,28.0197 N,83.8049 E,Shawn.Gutierrez@yahoo.com,8/12/2015,20160101,20160111,7,137,15.91,72,16.47,84,6.52,293,38.9
918,'429011655575044,'716609359179799,584648790,Jeremy,Riley,Male,4/24/1986,31,1,9841015399,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Jeremy.Riley@gmail.com,8/15/2005,20160101,20160125,9,98,21.57,62,15.3,128,6.34,288,43.21
919,'429012062437540,'795272668357163,648521081,Jeffrey,Chapman,Male,10/23/1944,73,1,9844055470,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Jeffrey.Chapman@gmail.com,4/26/2016,20160101,20160127,7,139,29.89,98,13.18,64,8.13,301,51.2
920,'429012437714680,'337286829361646,540316786,Thomas,Fisher,Male,8/22/1992,25,0,9851507213,POSTPAID,Mechi,Eastern,Ilam,26.8760 N,87.9335 E,Thomas.Fisher@gmail.com,1/30/2011,20160101,20160112,0,110,46.63,109,4.5,119,11.07,338,62.2
921,'429013057076086,'431387772571079,219283952,Christina,Harper,Female,4/12/1961,56,1,9841591160,PREPAID,seti,Far-Western,Kailali,28.8314 N,80.8987 E,Christina.Harper@hotmail.com,5/1/2016,20160101,20160124,0,99,32.95,125,18.82,67,7.75,291,59.52
922,'429011333962474,'849716617840976,727703607,Dennis,Peterson,Male,3/16/1963,54,1,9848415172,PREPAID,seti,Far-Western,Kailali,28.8314 N,80.8987 E,Dennis.Peterson@hotmail.com,5/27/2013,20160101,20160125,0,129,33.73,77,6.4,77,8.15,283,48.28
923,'429017328595199,'435968500900207,115868434,Mark,Williams,Male,9/24/1990,27,0,9851679769,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Mark.Williams@yahoo.com,10/13/2010,20160101,20160119,0,163,12.05,121,14.17,105,11.02,389,37.24
924,'429017226314088,'829754797688608,923596607,Martin,Mendoza,Male,2/26/2000,17,0,9848724175,PREPAID,Bagmati,Central,Kathmandu,27.7172 N,85.3240 E,Martin.Mendoza@gmail.com,4/13/2016,20160101,20160113,5,81,40.04,130,21.86,111,4.64,322,66.54
925,'429013993796553,'303775270242646,949782270,Nancy,Mendoza,Female,9/7/1950,67,1,9851760076,POSTPAID,Gandaki,Western,Kaski,28.2622 N,84.0167 E,Nancy.Mendoza@yahoo.com,3/14/2015,20160101,20160116,0,104,25.38,75,23.26,72,9.3,251,57.94
926,'429014074542117,'856627042687303,996649323,Stephen,Wells,Male,10/23/1947,70,1,9845371173,PREPAID,Mechi,Eastern,Jhapa ,26.6398 N,87.8942 E,Stephen.Wells@gmail.com,11/2/2007,20160101,20160111,0,104,35.6,78,11.26,123,6.72,305,53.58
927,'429014853678845,'723951064995496,731115155,Nicholas,Brown,Male,4/7/1989,28,0,9848060203,PREPAID,Lumbini,Western,Kapilvastu ,27.6542 N,82.9932 E,Nicholas.Brown@hotmail.com,6/6/2004,20160101,20160127,4,106,45.32,168,22.51,119,9.32,393,77.15
